"DZ_CODE","unmarriedPCTZscore","livingalonePCTZscore","rentedPCTZscore","movedPCTZscore","SFI","LAname"
"S01003769",-0.52,-0.611817023239896,0.0733388182315714,0.107626921377847,0.722953412533882,"Highland"
"S01003770",-1,-1.13267981533031,-0.380681701413598,-0.589086621978761,-0.488801855252856,"Highland"
"S01003771",-0.75,-1.0424788098056,0.314869603140506,-0.00204536777115201,-0.694642736305446,"Highland"
"S01003772",-0.95,-1.11693645163871,0.588738711010929,-0.374059041215528,0.315068316968564,"Highland"
"S01003773",-0.74,-0.718523633487254,-0.428009985139448,-0.439815576942295,0.480163747786462,"Highland"
"S01003774",-0.57,-0.457384215769948,-0.428227380311877,0.570105948346812,-0.586647377622017,"Highland"
"S01003775",-0.89,-1.01664700478686,0.321099453497951,-0.0652929186967519,1.35532082737586,"Highland"
"S01003776",-1.08,-1.08758805410486,0.435233031425467,-0.193543660538036,-0.197645136227666,"Highland"
"S01003777",-1.17,-1.13447258226722,-0.456286524660294,-0.274640506294527,0.232822425596959,"Highland"
"S01003778",-0.32,-1.0707077284752,0.656342047575158,1.63311036130632,0.408035394777819,"Highland"
"S01003779",-1.19,-0.851174076678952,-0.504641783420733,-0.653047074005391,-0.900006797710801,"Highland"
"S01003780",-0.99,-1.18373816253553,0.101335787684834,-0.373225176469018,0.389631324904787,"Highland"
"S01003781",-0.61,-0.726992708181992,0.428576635648832,0.30418214912172,0.338843694535613,"Highland"
"S01003782",-1.09,-1.27191635634075,2.53786570813687,-0.318124498933572,0.312445528349631,"Highland"
"S01003783",0.02,-0.436357394458735,0.374605673215741,0.129366865122096,-1.27070249035709,"Highland"
"S01003784",-1.39,-1.24785481627603,-0.313261228003818,0.0495558384643395,-1.3278887336419,"Highland"
"S01003785",-0.69,-0.690360228758013,0.0757523657662105,-0.114570727801899,-1.15708496133463,"Highland"
"S01003786",-1.04,-0.734651681306941,-0.415257820257498,-0.503505412881942,-1.15205169218455,"Highland"
"S01003787",-1.1,-0.986043930095322,-0.263670851318922,-0.0174110377235294,-0.718177950542517,"Highland"
"S01003788",-1.01,-1.04747665763574,-0.335645830919622,-0.609878212475889,-0.703685961374368,"Highland"
"S01003789",-1.3,-1.11685262353122,-0.687790457793171,-0.0916788712534355,-0.244059460949781,"Highland"
"S01003790",0.78,0.477224894021588,-0.328114208426765,0.105374316137416,-0.684773596770338,"Highland"
"S01003791",0.39,0.0237024151091104,1.58154387704831,0.659904909247325,-0.766055654350501,"Highland"
"S01003792",-0.08,-0.639951404286241,1.53612195234702,0.632492622230885,-0.842212458124099,"Highland"
"S01003793",0.84,0.803137267462106,-0.149503712193931,0.355411729272846,-0.0454140245252043,"Highland"
"S01003794",-0.24,-0.503353428947292,0.12663072845868,0.630723117765429,-0.777426735293069,"Highland"
"S01003795",-1.1,-1.03663436392011,0.884281795283245,-0.208015172068831,0.202040500176075,"Highland"
"S01003796",1.33,1.52484135995716,-0.241489189845655,0.4350469493729,1.0141790864762,"Highland"
"S01003797",0.74,0.699575486099773,0.443532520689742,-0.232957664490177,-0.387201238354974,"Highland"
"S01003798",-0.82,-0.800906778105465,-0.215094661205706,-0.587743852502857,-0.603349058158498,"Highland"
"S01003799",-0.83,-0.838235804507437,-0.554514856048097,-0.666659533576297,-1.16786683933746,"Highland"
"S01003800",0.13,0.331291287930451,-0.668463538857612,0.0268356909738348,-0.589110690129516,"Highland"
"S01003801",0.23,-0.0696630004161326,-0.27281854459496,-0.110655883053179,-1.05561743102524,"Highland"
"S01003802",-0.74,-0.766556324977698,-0.267762224682889,-0.147477078146089,-0.809251739629943,"Highland"
"S01003803",-0.95,-0.900991626261693,0.0726510969649444,0.0316044408926612,-1.10788022269836,"Highland"
"S01003804",0.47,0.185676494276043,0.308988005287515,0.350720441402958,-0.00492004452901092,"Highland"
"S01003805",1.08,0.669754041220052,0.997748044521158,1.00062536592093,0.663997426690445,"Highland"
"S01003806",0.19,0.390189876512078,0.0147615038938039,-0.0416873115545369,-0.276296965654408,"Highland"
"S01003807",-0.88,-0.826962743658017,-0.27781166050813,-0.460719568251475,-0.156194636995972,"Highland"
"S01003808",0.24,0.0381599732892536,-0.413557148572408,0.111041775066798,-0.939788496686489,"Highland"
"S01003809",0.2,0.194631044681298,-0.42582792715449,-0.468905765525987,0.0885515343496459,"Highland"
"S01003810",-0.68,-0.825209636465191,-0.381364542707362,-0.308774620957753,0.705209888330604,"Highland"
"S01003811",-1.13,-1.20187485385842,-0.421419127403311,-0.0558884016960294,-0.84736834924185,"Highland"
"S01003812",0.76,0.683725747151408,0.104439102177922,0.397668481881622,-0.809208450262903,"Highland"
"S01003813",-0.53,-0.555168295105764,-0.275600224769428,-0.236156292990256,-0.888943713685186,"Highland"
"S01003814",-1.07,-0.922653795846057,-0.277016960377806,0.0247319997681812,-1.2657939857824,"Highland"
"S01003815",0.8,0.742479610707167,1.96399777122037,1.39631645744882,-0.821950397785186,"Highland"
"S01003816",-0.84,-0.986866897210555,0.419862808450328,-0.180550711228935,-0.864335352893255,"Highland"
"S01003817",0.93,0.909996910484623,-0.537999154437292,-0.155821617129796,-0.957990978353444,"Highland"
"S01003818",0.55,0.649266192914887,-0.438402217612922,0.185466873958881,-0.949975819065798,"Highland"
"S01003819",-0.71,-1.28024366809479,-0.0717927703708971,0.207453453746938,-1.2121502191792,"Highland"
"S01003820",1.1,0.833466626284558,1.4849275150076,1.66555680811578,-0.873675585681941,"Highland"
"S01003821",0.62,0.604539957243347,-0.402524774063527,0.138562004861508,-0.893112379528972,"Highland"
"S01003822",0.36,0.0356709431263719,0.14300160030514,2.35683619857046,-0.953068676240115,"Highland"
"S01003823",0.28,0.342691650619624,0.712340055801376,0.188744551278757,-1.15544026736251,"Highland"
"S01003824",1.37,0.954908374638157,2.89459065463086,0.950325766520999,-0.956792967218747,"Highland"
"S01003825",-1.87,-1.59076559905465,0.184823877950307,2.56462005862991,-0.429051675396193,"Highland"
"S01003826",0.2,-0.0768332202358819,-0.330442179223146,1.18714013506972,-0.856487422019159,"Highland"
"S01003827",0.1,-0.146015868277092,0.244602793557423,0.267226399050954,-1.33745075063934,"Highland"
"S01003828",-0.66,-1.0094335217914,0.19011935463939,0.00806231390888494,-0.461583019959391,"Highland"
"S01003829",0.42,0.475173188784521,-0.349984881434868,-0.0662687257238947,-0.433519860763382,"Highland"
"S01003830",0.6,0.53176383135327,-0.682987501529982,-0.242120801614891,-0.822278283047989,"Highland"
"S01003831",0.15,-0.213987172199977,-0.119030574469309,-0.50849688598081,-0.685995736296244,"Highland"
"S01003832",0.21,-0.12018344832042,1.47662132720478,0.754394422177677,-1.03702563260767,"Highland"
"S01003833",1.76,1.75164585029525,1.78513957098111,1.38337047382239,-0.852464355701122,"Highland"
"S01003834",-0.03,-0.0684104486472642,-0.103117873036224,-0.293384960055293,-1.20408896201979,"Highland"
"S01003835",0.15,-0.354784682660273,1.25097985135247,0.189685727626212,-1.0592578495014,"Highland"
"S01003836",0.64,0.157388809522603,2.85008896883587,1.39251721076615,-0.858786841209656,"Highland"
"S01003837",0.74,0.621670889682806,0.324439541133923,0.381534133060073,-0.826583859471804,"Highland"
"S01003838",0.01,-0.122957486777023,-0.445978820598508,-0.74143850556121,-0.866881533099821,"Highland"
"S01003839",1.29,1.24530705343091,0.295167133455786,0.0711596566748447,-0.662358604875874,"Highland"
"S01003840",0.14,-0.0768332202358819,-0.0339322146315089,-0.371669382022019,-1.38042029559763,"Highland"
"S01003841",-0.84,-0.885086814917335,-0.495640588067058,-0.719115324761773,-1.10112047139323,"Highland"
"S01003842",-0.9,-0.765600565640949,-0.59366650907998,0.0300673948488345,-1.15570616643074,"Highland"
"S01003843",-1.51,-1.22620007836918,-0.0993044902895077,0.407646721659633,-1.00049762173084,"Highland"
"S01003844",-0.53,-0.619741583846123,-0.387737027765776,-0.573673507542884,-0.809669286673308,"Highland"
"S01003845",1.26,0.730953907699527,0.702053600181895,1.08017725199127,-0.762264658717391,"Highland"
"S01003846",-0.97,-0.96369036385725,-0.0915869299687717,-0.343440515961191,-1.02481012485815,"Highland"
"S01003847",0.08,0.0995485525795961,-0.0688891788781019,0.132294746051984,-1.06407136213142,"Highland"
"S01003848",-0.85,-0.711497088076671,0.0347713137494801,-0.480483366553769,-1.18457150428517,"Highland"
"S01003849",1.74,1.11654534126015,0.0845042514511394,0.609136034963941,-1.03157241829653,"Highland"
"S01003850",-0.32,-0.395196065495025,0.757859209333566,0.822731301543902,-0.80571602368316,"Highland"
"S01003851",-1.28,-1.21295982289558,-0.649599684055065,-0.875385656839295,-1.1521785681469,"Highland"
"S01003852",0.07,-0.498373716153371,-0.050981537595528,-0.0442160163460598,-1.04132727782023,"Highland"
"S01003853",2.11,1.33759589308333,2.4721596476703,3.0746523915198,-1.10994225194486,"Highland"
"S01003854",0.68,0.15570491269791,0.204048421444645,-0.0510397060797398,-0.601810963950114,"Highland"
"S01003855",1.07,1.09804042052809,-0.649239699911583,-0.143298483021765,-0.601923976568316,"Highland"
"S01003856",0.96,0.412642479090595,1.07056740347234,0.776134749426731,-0.99179938769669,"Highland"
"S01003857",-0.98,-0.864362363771657,1.08339545433566,-0.216954267570476,-1.28586215876182,"Highland"
"S01003858",-0.06,-0.165568898380758,-0.690261028146511,-0.318475196603848,-1.10432879549051,"Highland"
"S01003859",-1.4,-1.36551727329442,-0.443769292808594,-0.125009285267843,-1.43100779781768,"Highland"
"S01003860",1.64,1.65325048879153,-0.765780508739191,-0.465824580245388,-0.550776756486241,"Highland"
"S01003861",0.49,0.0277698873787936,0.630458706028848,-0.27194990825387,-1.25677485898224,"Highland"
"S01003862",1.23,0.672833945245289,-0.92418530344201,0.414032848599191,-1.07642150313546,"Highland"
"S01003863",-1.52,-1.28474187193287,-0.587173870395975,-0.618870756144539,0.133572792587341,"Highland"
"S01003864",-0.74,-0.72550332083084,-0.510563051689536,-0.227436594543088,-1.24781202687238,"Highland"
"S01003865",-0.66,-1.06482432758076,0.0111888669367837,-0.570077536024699,-1.46990278130662,"Highland"
"S01003866",-1.26,-1.12823047266657,-0.247225689160619,-0.221357328531909,-0.934538621539066,"Highland"
"S01003867",-0.26,-0.381611448101422,-0.411244894700395,0.03843398325595,-0.895907109775988,"Highland"
"S01003868",-1.16,-1.02974348391417,0.256068994639824,-0.718777555150731,-0.28599135495737,"Highland"
"S01003869",-0.18,-0.321374824071698,-0.155368534458293,-0.16118729148502,-1.04063064094877,"Highland"
"S01003870",-0.62,-0.851268054971774,-0.504201165466357,0.262372681278714,-0.569010089550888,"Highland"
"S01003871",-1.01,-0.913803655294082,-0.133398576714742,-0.263958766155598,0.648347688097981,"Highland"
"S01003872",-0.93,-1.0094335217914,0.424353586641325,-0.673291814905336,-1.09897991985044,"Highland"
"S01003873",-0.67,-0.940138363836955,0.245680566388421,-0.628910148788191,0.266484182815055,"Highland"
"S01003874",-0.1,-0.974067916104999,1.51183956348876,0.346231090565918,-1.02922243064529,"Highland"
"S01003875",-1.21,-1.33660449005272,0.981639205897908,-0.0768858210967592,0.0822364292694178,"Highland"
"S01003876",-1.28,-1.23810500816152,-0.245347126187925,-0.431834944372222,-1.24365706795746,"Highland"
"S01003877",-1.07,-1.17273220913205,0.246465510374771,-0.302155521296349,-0.88157065479076,"Highland"
"S01003878",0.28,0.129206381270571,-0.482379726389696,0.121424310020076,0.691282227635042,"Highland"
"S01003879",-1.5,-1.21225145145008,-0.706703099808396,-0.706951750872024,-1.16973708242352,"Highland"
"S01003880",-0.24,-0.219919501244494,-0.292588242119188,-0.550325188232294,-0.619874398218271,"Highland"
"S01003881",-0.97,-1.07909233562808,0.214080781175225,-0.498992769784195,0.241040532366176,"Highland"
"S01003882",0.65,0.869270796093296,-0.717558534481819,-0.522126736523857,-1.19772340955031,"Highland"
"S01003883",-0.27,-0.272394148496443,-0.129795393861771,0.162366706866537,-1.05073218978428,"Highland"
"S01003884",0.16,0.0122479451804601,-0.937724613032347,-0.104040510934716,-1.04389051941477,"Highland"
"S01003885",-0.38,-0.285680727913877,-0.534776220039557,-0.200148515688766,0.111564137685979,"Highland"
"S01003886",0.35,0.0256404514531108,-0.570039093739137,-0.358898677777117,-1.20849363914915,"Highland"
"S01003887",0.74,0.449303271402912,-0.632810023603057,0.0233938637170398,0.748049660140697,"Highland"
"S01003888",-1.41,-1.53642183057813,0.399871700389526,0.394917955794829,-1.25315246344567,"Highland"
"S01003889",0.1,0.0048112698067042,-0.693666885847902,-0.559262165401987,-1.27119863783169,"Highland"
"S01003890",-0.97,-0.835039470129367,-0.344197796137191,-0.822037379438162,-0.106637073791788,"Highland"
"S01003891",-0.83,-0.687389522527662,-0.56604484217096,-0.443570638768228,0.315633263653667,"Highland"
"S01003892",-0.26,-0.0536705983671822,-0.729024099251545,-0.113225144970326,-1.19951515398159,"Highland"
"S01003893",-0.86,-0.945431540312104,0.144174108694143,-0.279368251182397,0.514365798752365,"Highland"
"S01003894",0.57,0.216559990100976,1.16297967577007,1.48096055082635,1.26833769938666,"Highland"
"S01003895",-0.58,-0.83637909471201,-0.540676669167718,-0.46350162847903,-0.606807458515561,"Highland"
"S01003896",-1.07,-1.19875515435444,-0.298032950535223,-0.219142503443381,-0.999990768454383,"Highland"
"S01003897",-0.81,-0.424050542305968,-0.756675253323624,-0.254254521866586,-0.0330048516784306,"Highland"
"S01003898",-0.87,-0.819250219706596,-0.317770813214956,-0.556693793737042,0.542963682212611,"Highland"
"S01003899",-0.51,-0.518273323114679,-0.521825883641385,0.272564354554211,-0.0863715619583273,"Highland"
"S01003900",0.48,0.338566767563209,1.06674871453442,0.577292519978916,-0.872341260755918,"Highland"
"S01003901",-0.3,-0.555736077791421,-0.133294596382962,-0.212003383908026,-0.208095080136669,"Highland"
"S01003902",-0.26,-0.803665493253032,-0.255429583703322,-0.094759194936468,-0.540262190768277,"Highland"
"S01003903",-1.17,-1.19823035279175,0.44048372871511,-0.399878703888945,0.033941432845025,"Highland"
"S01003904",0.98,0.536530824248712,0.907086233805599,0.722208292046196,-1.07019738484911,"Highland"
"S01003905",-1.51,-1.47041016133407,-0.100796206646804,-0.506789017826734,-0.0298803964646798,"Highland"
"S01003906",0.11,0.120049065648062,-0.449046165059801,-0.195413332947835,-0.660807049904076,"Highland"
"S01003907",0.94,0.871285063498868,-0.152458171530113,0.517007616559225,-0.662967004803593,"Highland"
"S01003908",0.11,-0.446337415544136,-0.44711240442116,-0.0486614011472888,-0.326372706131103,"Highland"
"S01003909",-0.95,-0.874590014986407,-0.682547762175715,-0.921558290255305,-1.1982739468645,"Highland"
"S01003910",-0.04,-0.289296118671792,-0.599505682408345,-0.348864331589244,0.117404047417164,"Highland"
"S01003911",-0.79,-0.521825415903669,-0.373778250971155,-0.36888154417695,-0.14801653520374,"Highland"
"S01003912",-0.78,-0.762140037855755,-0.290605725965033,-0.164144841837682,0.277595037834266,"Highland"
"S01003913",-0.8,-0.919766424120907,0.773764830363013,0.184360139896023,-0.63697166142547,"Highland"
"S01003914",-0.84,-0.857590000129457,-0.546200493883444,0.00667333909031661,-1.04645529176169,"Highland"
"S01003915",-0.44,-0.42554015443829,0.494171331771348,-0.168028650225589,-1.31959732097268,"Highland"
"S01003916",-1.16,-1.01442164183793,-0.207602336749468,-0.754872171771044,-0.779119033095484,"Highland"
"S01003917",-0.28,-0.378167302294346,0.0955958225322062,-0.0779360773136177,-0.487013506011165,"Highland"
"S01003918",-0.39,-0.720050740610651,-0.0776561459583467,-0.407049517628675,-0.199759005561208,"Highland"
"S01003919",0.37,0.365314521976075,0.320247577935749,0.206055057118217,-1.04072378620555,"Highland"
"S01003920",-0.03,-0.420256612075475,-0.384353081876171,-0.00164839666860551,-0.675369085565063,"Highland"
"S01003921",-0.1,-0.219190747920216,-0.310958978264353,0.37557779156834,-1.08473792281921,"Highland"
"S01003922",0.6,0.246285354832473,-0.837785472228837,-0.028588202931925,-0.991964205808391,"Highland"
"S01003923",0.36,0.101139467568813,-0.761522050821757,-0.0439010409986561,-0.880556589284303,"Highland"
"S01003924",1.24,1.40054703352891,-0.70529919984342,0.203431416193721,-0.681200540935184,"Highland"
"S01003925",-0.07,-0.355227280530375,-0.579372637868683,-0.439465892849101,-0.451153446499257,"Highland"
"S01003926",0.62,0.447585500059108,-0.899596672231971,-0.34567724279416,-0.762751791529351,"Highland"
"S01003927",-0.81,-0.8548577016945,-0.141917938222652,-0.552995496159229,0.648560082147825,"Highland"
"S01003928",0.04,0.126400107128189,-0.691403112166139,-0.119704767058076,-0.0427341289863201,"Highland"
"S01003929",-0.28,-0.298648197345303,-0.801451412338287,-0.584566413966582,-0.940771539382033,"Highland"
"S01003930",0.15,-0.396377419483491,-0.198693937224182,0.278134098674466,-0.577238056060363,"Highland"
"S01003931",-0.3,-0.744520972364039,-0.659298685406598,-0.137454501067682,-0.596989449684332,"Highland"
"S01003932",-0.66,-0.887920927894522,-0.577343745892721,0.238891308440336,-0.734414813356497,"Highland"
"S01003933",-0.83,-0.653074056969375,-0.249549654902515,-0.0110794333901608,-0.383897890934859,"Highland"
"S01003934",-0.39,-0.753060738972658,0.776528355252299,-0.0415779850787881,-0.556728251651287,"Highland"
"S01003935",-0.15,-0.0123990175829549,-0.300791182763982,-0.363565078807944,-1.11613060950362,"Highland"
"S01003936",-0.89,-1.24820009759582,-0.234023111600542,-0.495274214000064,-0.0047933018531783,"Highland"
"S01003937",0.3,0.166314714303466,-0.340592970803761,-0.0819180849919892,-0.620596705464117,"Highland"
"S01003938",-0.74,-1.0103199036123,0.706631072932564,-0.500341211753324,-0.865170870703034,"Highland"
"S01003939",-1.28,-1.44625889760642,-0.00211163306557722,-0.616583902496304,-0.741379559960826,"Highland"
"S01003940",-0.02,-0.277904490925867,-0.681471717949375,0.408786358076068,-0.713103077676056,"Highland"
"S01003941",-1.06,-0.962803506713628,0.347781762773817,-0.430874371096181,2.19870083733172,"Highland"
"S01003942",0.25,0.060714678121394,0.076097989096472,0.251681488076946,-0.596676440103675,"Highland"
"S01003943",0.15,0.340336937965761,-0.0932342075498363,-0.016781848987988,-0.677703636694104,"Highland"
"S01003944",-0.02,-0.21487712183267,-0.148158200990972,0.0160284930153794,-0.91347639323203,"Highland"
"S01003945",-1.05,-0.996585891560874,-0.331478927351089,0.274763602988986,-0.659027900644484,"Highland"
"S01003946",-0.69,-0.724068998381302,-0.568980142822065,-0.255178870549053,0.279526452726037,"Highland"
"S01003947",-0.95,-1.01108832587528,-0.240006640022697,-0.500747392880769,-0.921624198780683,"Highland"
"S01003948",-0.93,-1.03330006714304,0.589377347857742,0.21294192588436,-0.665805107035754,"Highland"
"S01003949",-0.51,-0.875387771781157,-0.145997197446751,0.202877355377367,-0.546860466037009,"Highland"
"S01003950",-0.02,0.262728940843309,0.0285580574759758,-0.0542123491612471,-0.66045676775958,"Highland"
"S01003951",-0.25,-0.333017399458363,-0.379860506655086,-0.0164760508443164,-1.17498180735706,"Highland"
"S01003952",-0.67,-0.762745700089621,0.215697120423342,-0.274683787888216,-0.0504448557945889,"Highland"
"S01003953",-0.77,-0.642523168409466,-0.522844200691497,-0.653181174674337,-0.804967149665887,"Highland"
"S01003954",-0.52,-0.493040332363597,0.14300160030514,-0.160463415524578,-0.416230716273688,"Highland"
"S01003955",0.35,0.0509933385096642,-0.205638439581393,0.0137961692080039,-0.143160942613089,"Highland"
"S01003956",-0.05,-0.448216857196358,-0.278673664232554,-0.0377573969576535,0.351977017471964,"Highland"
"S01003957",-0.15,-0.185408010245409,-0.301260344100362,0.172260245426459,-0.431472052966204,"Highland"
"S01003958",-0.25,-0.251839696577165,-0.246114414920065,0.0451141916025484,-0.743845312371839,"Highland"
"S01003959",-0.81,-0.805447969827759,-0.143681519333783,-0.362498317406338,-0.238309275531182,"Highland"
"S01003960",-0.45,-0.653237529547172,-0.109407478345744,-0.384392362699608,-0.383351089166132,"Highland"
"S01003961",-0.21,-0.110584469244558,-0.549901314987801,-0.292764673651732,-0.391248295052153,"Highland"
"S01003962",-0.04,-0.0545063630737847,-0.583629218152547,-0.515830558921175,-0.7465673269721,"Highland"
"S01003963",-1.24,-1.0039244904742,-0.679665026408852,-0.82265414855242,-0.108292644153885,"Highland"
"S01003964",-1.29,-1.1243955715429,-0.04732298722597,-0.514314795619456,-0.390947267300383,"Highland"
"S01003965",-0.9,-0.642523168409466,-0.0461414484676353,-0.629270047583841,-0.30281833092544,"Highland"
"S01003966",-0.65,-0.657069146201723,-0.307590137366084,0.0582147669093693,0.821208445898537,"Highland"
"S01003967",-0.23,-0.287308715167492,-0.349018707125273,-0.305500684093689,-1.17520635091385,"Highland"
"S01003968",-0.24,-0.0547529638750653,-0.381881660720841,-0.442322617621558,0.129472461800275,"Highland"
"S01003969",-0.49,-0.495208077739262,-0.0300681220078413,-0.317141440897208,-0.00311131859618799,"Highland"
"S01003970",-0.51,-0.0992912756599061,-0.416594260140325,-0.295964407793717,-0.314514425275555,"Highland"
"S01003971",-0.08,-0.116877074991938,-0.550589423703029,0.431398624812983,0.0957963306768154,"Highland"
"S01003972",-0.85,-0.864362363771657,-0.473137599682871,-0.549451830225677,-0.218543127862897,"Highland"
"S01003973",-0.56,-0.550631241550087,0.251458626287942,-0.413009260603472,0.0474298492598107,"Highland"
"S01003974",-0.51,-0.505812509804149,-0.0234039622655741,-0.27857943540635,0.453223377059957,"Highland"
"S01003975",-0.86,-1.28592208178198,-0.171491969465518,-0.303967988875527,0.979296520712708,"Highland"
"S01003976",0.26,0.324652225488239,-0.445538159844914,-0.114922455304193,0.584681521597458,"Highland"
"S01003977",1.2,0.993017691737246,-0.673103485583858,0.101172778356773,-0.437479115246645,"Highland"
"S01003978",0.94,0.734449702571274,-0.522844200691497,0.464372417695513,1.43248664349392,"Highland"
"S01003979",-0.12,-0.162107076542303,-0.706703099808396,-0.641216284057353,-0.949027753900202,"Highland"
"S01003980",-0.85,-1.35694237940525,-0.713564265050761,-0.519474048437719,1.23007738047253,"Highland"
"S01003981",0.09,0.147926203472337,-0.156437647370685,0.0160284930153794,0.719626697835795,"Highland"
"S01003982",-0.35,-0.436357394458735,-0.376104713770258,0.0550583393009432,-0.778010823246822,"Highland"
"S01003983",-0.95,-0.8548577016945,-0.684875020618731,-0.785254822674479,-0.560296949913584,"Highland"
"S01003984",0.17,0.0410505600854817,0.0121128481293084,0.175858219483898,0.253181609209902,"Highland"
"S01003985",0.79,0.528021637428193,-0.458070381373459,-0.304177776509187,0.168183418460896,"Highland"
"S01003986",0.53,0.478171154626615,-0.263377016322783,0.633787577771514,-0.778119518071507,"Highland"
"S01003987",-0.66,-0.809235323724152,-0.739625930359605,-0.283373826007115,0.43757115736842,"Highland"
"S01003988",-0.05,0.00191969411769586,-0.646600394480494,-0.897650251936224,-0.358655517234571,"Highland"
"S01003989",-1.09,-1.05990165998381,-0.16203378527149,-0.570077536024699,-0.189292534966547,"Highland"
"S01003990",-0.11,-0.134929632463931,-0.671428638503529,-0.266463104194969,-0.403552659919372,"Highland"
"S01003991",-0.52,-0.744520972364039,-0.0286296641698336,-0.382355171920473,0.13719447525123,"Highland"
"S01003992",-0.74,-0.820717325975216,-0.191582231760456,-0.398856388284503,-0.365717716849168,"Highland"
"S01003993",-1,-1.02914427695713,-0.276908468892437,-0.48012155619837,-1.01839376819952,"Highland"
"S01003994",-0.69,-0.789613834893685,-0.527946248103535,0.12655148777478,-0.353219982038279,"Highland"
"S01003995",-0.99,-1.1276094651221,-1.52666391440549e-05,0.091343899519553,0.344587909138755,"Highland"
"S01003996",-0.97,-1.09319158661035,-0.263377016322783,-0.648039684773891,0.162367484082013,"Highland"
"S01003997",0.79,0.630986495816515,-0.540135579946359,-0.0652929186967519,-1.46168434176111,"Highland"
"S01003998",0.08,-0.400134658108463,-0.709478871602266,-0.223438610774391,-0.210179723121582,"Highland"
"S01003999",-0.45,-0.348279435667362,-0.369767108214079,-0.0802100482418608,-0.201444726959723,"Highland"
"S01004000",-0.22,-0.233555437854941,-0.623182949349635,-0.336111128598919,-0.583520728219662,"Highland"
"S01004001",0.14,-0.00933072221852928,-0.555355835291437,-0.29536987654669,-0.25156183425944,"Highland"
"S01004002",0.6,0.595282169505857,0.266437974027453,0.082198457301189,-0.677480054786001,"Highland"
"S01004003",-0.58,-0.680605563613309,-0.464357745198549,-0.212003383908026,0.392440879485092,"Highland"
"S01004004",0.24,-0.084604889415511,-0.630658518372179,-0.1253866244565,-0.41782941234743,"Highland"
"S01004005",-0.61,-0.276488496061853,-0.323631879683055,-0.449342684379325,-0.358913275015729,"Highland"
"S01004006",-0.84,-0.955805321196427,-0.795576071504288,-0.662981435858414,-0.103224220373262,"Highland"
"S01004007",0.58,0.730507977225321,-0.202201619537263,-0.0872265303596484,-0.338681468148513,"Highland"
"S01004008",-1.08,-0.796424110191986,-0.471126694337902,-0.65811336534945,-0.204222362089804,"Highland"
"S01004009",-0.39,-0.881918745952391,-0.297175207586036,-0.196919563255505,-0.278689831045887,"Highland"
"S01004010",-1.08,-1.15612107154396,-0.440608889644592,-0.855777965951045,-0.587947116697957,"Highland"
"S01004011",-1.2,-1.15759130019455,0.178368920016103,-0.144987441505652,0.862474503629784,"Inverclyde"
"S01004012",-0.98,-0.633184453895026,0.44048372871511,-0.391710624662233,-0.524360255446559,"Inverclyde"
"S01004013",-1.18,-1.02186819247881,-0.144884330414186,0.0117820893482769,-1.05405423462039,"Inverclyde"
"S01004014",-0.86,-0.316254126205649,-0.385291462775592,0.00403943534327619,-1.29424694771073,"Inverclyde"
"S01004015",-1.47,-1.08889665609997,-0.142678821326155,-0.119194829948408,-1.20085403483354,"Inverclyde"
"S01004016",-1.3,-1.21241495877627,-0.975921563680325,-0.877541236511677,-0.604381661603503,"Inverclyde"
"S01004017",-0.8,-0.357140203528276,0.160115134976983,-0.433738522612639,-0.951911372637678,"Inverclyde"
"S01004018",-1.32,-1.19322068744594,-0.995563092602085,-0.923957277959338,-0.805536916987128,"Inverclyde"
"S01004019",-1.5,-1.52674152713314,-0.57030313479017,0.203383643377315,-0.14002581381433,"Inverclyde"
"S01004020",-0.73,-0.538166860531986,-0.307530045595611,-0.541068017894804,-0.60672561549999,"Inverclyde"
"S01004021",-1.55,-1.28793021734766,-0.809702097238837,-0.757639557265673,-1.50972551831953,"Inverclyde"
"S01004022",-0.3,-0.196626385731464,0.61174502633587,0.706771440856873,-0.99752084080972,"Inverclyde"
"S01004023",-0.36,-0.181065018645028,0.0738895906745408,-0.342151073854718,-0.701365293500062,"Inverclyde"
"S01004024",-0.25,-0.619508759499747,-0.237541095208429,-0.44836325881254,-0.857039731937832,"Inverclyde"
"S01004025",0.69,0.940682310350164,-0.605520465026942,-0.449957393782255,-0.558614548611796,"Inverclyde"
"S01004026",0.32,0.578415637471619,-0.420307506953227,-0.780392559830781,0.429393369364564,"Inverclyde"
"S01004027",0.03,0.545666703699176,-0.410129232207149,-0.714060828429409,-0.601732371917038,"Inverclyde"
"S01004028",0.26,0.609622664236478,-0.0846535333333581,0.384253174741041,-0.765858221711047,"Inverclyde"
"S01004029",0.25,0.406055020039141,-0.566383651047698,-1.04846616186787,-0.663610802663272,"Inverclyde"
"S01004030",0.76,1.15482573099158,-0.446748486367393,-0.701465745991093,0.067178777659324,"Inverclyde"
"S01004031",0.08,0.379284526670955,-0.439123122420081,-0.675575986388363,0.0318520756625483,"Inverclyde"
"S01004032",0.77,1.29748234397361,-0.137710702238582,-0.655782592196673,-0.379690323933284,"Inverclyde"
"S01004033",0.56,0.959634234550493,-0.643405875953972,-0.413673194135084,-0.934641032397641,"Inverclyde"
"S01004034",-0.44,-0.156650363161805,-0.251445797512754,-0.749241528724853,0.853378854060469,"Inverclyde"
"S01004035",0.07,0.330509440213657,-0.659710280621464,-0.574936072688426,-0.926738663236734,"Inverclyde"
