DataZone2001,simd2012score,simd2012rank,simd2012_sc_quintile,simd2012_sc_decile,simd2012_hb2006_quintile,simd2012_hb2006_decile,simd2012_hb2014_quintile,simd2012_hb2014_decile,simd2012_ca_quintile,simd2012_ca_decile,simd2012_chp2007_quintile,simd2012_chp2007_decile,simd2012_chp2011_quintile,simd2012_chp2011_decile,simd2012_chp2011sub_quintile,simd2012_chp2011sub_decile,simd2012_chp2012_quintile,simd2012_chp2012_decile,simd2012tp15,simd2012bt15,simd2012_inc_rate,simd2012_inc_dep_N,simd2012_inc_rank,simd2012_emp_rate,simd2012_emp_dep_N,simd2012_emp_rank,simd2012_hlth_score,simd2012_hlth_rank,simd2012_educ_score,simd2012_educ_rank,simd2012_house_score,simd2012_house_rank,simd2012_access_score,simd2012_access_rank,simd2012_crime_score,simd2012_crime_rank,total_pop_2010
S01000118,17.05601938,3216,3,5,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,9,60,3768,11,45,3273,0.541681794,1762,0.053037497,3060,20.77151335,2142,5.117855344,5346,649,1207,662
S01000119,24.24062896,2176,2,4,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,15,115,2563,15,90,2242,0.72545008,1342,0.349038407,2341,44.40203562,479,0.827990768,6333,804,787,791
S01000120,5.651193659,5764,5,9,5,9,5,9,4,7,4,7,4,7,4,7,4,7,0,1,6,30,4837,4,15,5886,-0.811849595,5338,-1.49223568,6238,25.95818815,1480,6.598679477,5055,421,2245,518
S01000121,14.20759123,3799,3,6,2,4,2,4,3,5,3,5,3,5,3,5,3,5,0,0,9,60,4021,13,55,2712,0.263926913,2482,-0.629723652,4886,11.97368421,4333,14.03943491,3592,134,4990,714
S01000122,27.46306668,1824,2,3,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,14,100,2667,17,70,1899,0.846245466,1086,0.572308711,1829,19.2408377,2447,24.76325612,2109,634,1248,698
S01000123,5.903685648,5693,5,9,4,8,4,8,4,7,4,7,4,7,4,7,4,7,0,1,2,15,6185,4,15,5754,-0.788944387,5288,-0.952502178,5591,7.716049383,5381,35.1473973,1268,133,5002,675
S01000124,9.572843165,4827,4,8,3,6,3,6,3,6,3,6,3,6,3,6,3,6,0,0,5,65,5112,5,60,5194,-0.205586266,3749,-0.187918017,3675,53.0964467,278,1.321218452,6221,576,1507,1268
S01000125,21.64739102,2496,2,4,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,14,140,2744,10,75,3537,0.565624659,1718,0.634072605,1661,33.40471092,881,3.037314365,5819,970,504,1037
S01000126,30.62694067,1550,2,3,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,18,155,1813,16,95,2170,1.209155322,521,0.387753087,2245,41.11498258,577,4.296962287,5519,1199,300,837
S01000127,1.628304568,6489,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,1,10,6426,2,10,6386,-1.271580056,6088,-1.685042333,6346,2.631578947,6321,9.054377049,4520,161,4628,743
S01000128,9.156332479,4921,4,8,3,6,3,6,3,6,3,6,3,6,3,6,3,6,0,0,5,95,5291,5,100,5153,-0.495448324,4581,-0.404996209,4299,52.68817204,286,1.620617215,6149,866,666,2052
S01000129,6.057598922,5660,5,9,4,8,4,8,4,7,4,7,4,7,4,7,4,7,0,1,1,10,6436,2,15,6424,-1.414712166,6231,0.155868653,2809,47.72313297,390,1.932920908,6078,613,1329,875
S01000130,16.77794237,3260,3,5,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,7,90,4467,10,105,3532,0.501370712,1876,0.355297888,2317,39.19075145,631,4.460850948,5479,688,1072,1277
S01000131,4.203215252,6130,5,10,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,1,3,15,6063,3,15,6152,-0.72305053,5132,-1.055663985,5757,21.5477997,2013,9.922123434,4334,328,2919,613
S01000132,7.792361017,5229,4,8,4,7,4,7,3,6,3,6,3,6,3,6,3,6,0,0,6,40,4949,6,35,4825,-0.374723688,4249,-0.811056414,5304,28.47938144,1225,4.174403929,5548,388,2463,709
S01000133,25.2163112,2068,2,4,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,18,115,1940,16,60,2171,0.541926015,1760,0.24114368,2609,22.11668928,1928,16.23843385,3209,605,1361,655
S01000134,34.98375286,1223,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,22,155,1291,20,85,1460,1.007188416,806,0.949731925,990,25.98425197,1476,7.623371991,4816,683,1089,710
S01000135,37.34694019,1086,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,23,160,1135,24,115,839,0.753875951,1282,0.876526565,1133,36.47711512,726,0.752368452,6353,792,804,680
S01000136,33.16958987,1343,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,17,105,2151,15,60,2235,1.385861984,341,1.118761253,686,23.65439093,1724,0.565311445,6398,1121,355,636
S01000137,14.23393035,3791,3,6,2,4,2,4,3,5,3,5,3,5,3,5,3,5,0,0,10,85,3571,8,50,4103,0.200833514,2665,-0.139498815,3555,27.86259542,1280,1.683896009,6134,670,1130,816
S01000138,10.77179951,4547,4,7,3,5,3,5,3,6,3,6,3,6,3,6,3,6,0,0,5,55,5313,6,65,4947,0.208031313,2637,-0.506640028,4547,41.49068323,562,3.999916749,5593,825,743,1151
S01000139,20.70798247,2645,2,4,1,2,1,2,2,4,2,4,2,4,2,4,2,4,0,0,14,105,2789,14,60,2469,0.506530882,1861,0.202102513,2699,28.02937576,1265,9.675012606,4386,363,2636,776
S01000140,21.34418581,2546,2,4,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,11,85,3476,10,50,3430,0.743455153,1299,0.551553827,1883,20.04241782,2283,30.2588568,1587,390,2451,808
S01000141,6.420280035,5576,5,9,4,8,4,8,4,7,4,7,4,7,4,7,4,7,0,1,3,25,5819,3,15,6054,-0.369761386,4234,-1.261660557,5996,12.84513806,4106,11.28081653,4071,857,685,796
S01000142,40.71670684,883,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,25,175,1008,23,100,1044,1.288214266,449,1.143328403,655,33.67875648,870,4.396326186,5494,489,1865,705
S01000143,2.58034424,6422,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,2,15,6307,1,5,6459,-1.365519731,6188,-1.613952974,6307,1.579778831,6433,20.66958827,2594,102,5407,728
S01000144,9.271829663,4900,4,8,3,6,3,6,3,6,3,6,3,6,3,6,3,6,0,0,4,30,5455,6,35,5118,-0.474649494,4519,-0.136412648,3548,60.34816248,176,3.786832658,5640,615,1320,686
S01000145,36.36699306,1146,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,21,155,1446,20,90,1411,1.315973139,412,0.768375029,1362,15.69060773,3301,22.79494627,2330,627,1276,742
S01000146,27.34492939,1838,2,3,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,12,165,3100,15,185,2206,1.377247764,348,0.523354074,1948,55.30726257,240,0.953798549,6302,635,1243,1383
S01000147,17.25697854,3187,3,5,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,8,85,4300,10,95,3545,0.501201892,1878,0.441803987,2132,49.62742176,347,2.107540912,6051,681,1096,1097
S01000148,40.66723841,888,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,20,115,1582,28,100,514,1.388814108,338,0.499617172,2000,32.5648415,931,2.365143322,5979,969,507,590
S01000149,16.36695063,3335,3,5,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,10,110,3663,8,70,4163,0.404317645,2130,0.369370497,2287,45.10385757,453,1.132647491,6257,647,1217,1101
S01000150,20.23472307,2710,3,5,1,2,1,2,2,4,2,4,2,4,2,4,2,4,0,0,14,85,2756,13,50,2745,0.419497072,2087,0.504763047,1991,22.64150943,1839,0.897472671,6317,507,1790,638
S01000151,29.65026313,1633,2,3,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,19,165,1685,17,65,1979,1.074655625,701,0.54048508,1906,21.83020948,1970,13.92063386,3607,443,2117,860
S01000152,12.23301067,4195,4,7,3,5,3,5,3,5,3,5,3,5,3,5,3,5,0,0,7,75,4585,11,90,3314,-0.011312018,3258,-0.643884617,4933,14.49101796,3609,6.417237716,5095,663,1158,1093
S01000153,19.01626658,2913,3,5,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,9,70,3979,11,75,3288,0.600653058,1642,0.681502912,1548,37.37373737,694,9.780591675,4365,353,2718,793
S01000154,20.22190007,2711,3,5,1,2,1,2,2,4,2,4,2,4,2,4,2,4,0,0,12,60,3150,15,45,2382,-0.161749101,3648,0.738795094,1435,25.31418312,1551,11.20460785,4087,411,2310,508
S01000155,26.78949294,1897,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,15,105,2567,17,75,1897,0.622578602,1590,1.018848257,862,26.2755102,1444,1.15263435,6251,613,1330,730
S01000156,23.7050064,2240,2,4,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,15,175,2388,11,95,3309,0.606239961,1627,0.838886565,1222,45.91520165,439,4.278252843,5522,705,1012,1133
S01000157,43.20718677,762,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,24,150,1086,23,85,1001,1.813801693,104,0.661491083,1589,17.67955801,2788,14.12714123,3576,1066,402,630
S01000158,23.9800561,2209,2,4,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,14,120,2746,13,70,2689,1.219645316,512,0.163229238,2793,19.07824223,2480,12.3456894,3879,380,2514,863
S01000159,3.906935844,6193,5,10,5,10,5,10,5,9,5,9,5,9,5,9,5,9,0,1,3,30,6135,3,20,6099,-0.713455838,5110,-1.18029766,5914,2.928870293,6274,18.11953198,2927,171,4506,1114
S01000160,17.98812453,3077,3,5,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,10,75,3607,12,50,2954,0.484065344,1920,0.434327672,2143,25.33825338,1548,5.733170163,5218,311,3061,738
S01000161,2.805846111,6388,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,3,30,5975,2,15,6362,-1.554385953,6327,-0.696855679,5055,22.02505219,1942,1.277690133,6230,230,3820,992
S01000162,18.09164377,3061,3,5,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,11,95,3351,13,75,2773,0.177717339,2724,0.312763444,2430,17.15575621,2918,14.40776788,3519,375,2554,875
S01000163,30.51573559,1560,2,3,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,16,155,2276,17,105,1931,1.074935418,700,1.03783928,820,31.50684932,1008.5,7.030408611,4950,577,1501,973
S01000164,14.87847855,3645,3,6,2,4,2,4,3,5,3,5,3,5,3,5,3,5,0,0,10,75,3734,7,45,4610,0.290951666,2425,0.232123984,2628,31.74311927,992,15.29240892,3364,370,2592,810
S01000165,36.85877606,1114,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,20,160,1605,23,130,967,1.110863043,657,0.860948184,1177,26.36469222,1436,14.64430838,3468,673,1118,823
S01000166,5.850656018,5709,5,9,4,8,4,8,4,7,4,7,4,7,4,7,4,7,0,1,3,45,5950,3,35,6174,-0.737416583,5164,-0.11401533,3480,38.39541547,660,3.211382434,5774,355,2700,1457
S01000167,20.7468812,2642,2,4,1,2,1,2,2,4,2,4,2,4,2,4,2,4,0,0,16,100,2359,12,45,3086,0.46617128,1962,0.561102882,1859,16.99438202,2962,9.216283595,4489,305,3106,658
S01000168,32.35716731,1403,2,3,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,17,160,2024,14,80,2423,1.212513743,517,1.308790452,443,29.24528302,1175,7.175455176,4913,570,1531,935
S01000169,16.17583408,3374,3,6,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,8,60,4229,13,55,2739,0.160412049,2768,0.135813999,2863,10.26666667,4812,15.70409731,3298,416,2275,747
S01000170,5.449384312,5820,5,9,5,9,5,9,4,7,4,7,4,7,4,7,4,7,0,1,3,40,5812,3,35,6020,-0.399500295,4311,-0.626138139,4876,31.91076625,981,4.742809308,5429,298,3167,1228
S01000171,5.93155383,5684,5,9,4,8,4,8,4,7,4,7,4,7,4,7,4,7,0,1,2,20,6343,3,20,6200,-1.351070456,6173,-0.665245171,4982,2.242152466,6366,42.48508569,890,192,4245,1030
S01000172,8.834589426,4990,4,8,4,7,4,7,3,6,3,6,3,6,3,6,3,6,0,0,4,20,5612,5,20,5264,-0.197034627,3731,0.004482206,3168,20.35928144,2229,17.94776145,2952,175,4446,492
S01000173,25.07309224,2090,2,4,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,14,110,2577,14,65,2431,0.775795621,1242,0.78018751,1332,19.97533909,2299,13.6522701,3655,446,2089,766
S01000174,3.287105913,6309,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,0,5,6497,1,5,6487,-1.326947896,6147,-1.586768583,6290,1.603665521,6427,30.75888783,1558,58,6009,979
S01000175,18.3529128,3012,3,5,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,9,50,3826,12,50,3024,0.008920148,3195,0.525717273,1942,31.81818182,990,1.469619164,6184,1151,335,565
S01000176,5.310095633,5862,5,9,5,9,5,9,4,8,4,8,4,8,4,8,4,8,0,1,4,30,5505,3,20,6091,-0.352209135,4192,-0.909013827,5521,37.10879285,708,9.26562701,4477,92,5551,760
S01000177,4.921496165,5958,5,10,5,9,5,9,4,8,4,8,4,8,4,8,4,8,0,1,4,20,5741,3,10,6168,-0.491153386,4558,-0.592943707,4775,10.46931408,4758,7.136665523,4922,348,2757,533
S01000178,22.28438207,2399,2,4,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,14,115,2594,14,65,2505,0.401061291,2141,0.737735632,1438,23.68421053,1721,3.23739611,5767,494,1845,798
S01000179,55.05114288,351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,29,230,579,27,130,621,1.967225787,71,1.441541788,306,28.13738441,1252,14.78704555,3446,930,560,795
S01000180,25.30680992,2053,2,4,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,17,110,2001,16,70,2078,0.680887459,1451,0.633074961,1663,28.84615385,1207,1.259542171,6237,333,2884,635
S01000181,38.35986983,1002,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,21,115,1416,21,70,1245,0.820845483,1135,1.409311319,334,33.94495413,855.5,9.803656772,4361,865,668,534
S01000182,26.58799316,1921,2,3,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,14,120,2657,16,85,2172,0.884341943,1021,1.009288866,877,24.39862543,1653,7.939218993,4743,304,3118,845
S01000183,24.89766502,2106,2,4,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,15,180,2445,12,110,2980,0.638192697,1556,0.740224181,1431,35.75184017,756,8.567699235,4606,1038,429,1179
S01000184,7.742439715,5240,5,9,4,7,4,7,3,6,3,6,3,6,3,6,3,6,0,0,5,35,5234,5,25,5200,-0.32234703,4114,-0.126376253,3513,10.08827238,4851,6.052726124,5162,338,2845,724
S01000185,39.23953837,959,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,20,180,1531,21,135,1211,1.471682289,287,1.00528611,882,25.70332481,1510,9.172052539,4498,1006,465,881
S01000186,14.39623634,3755,3,6,2,4,2,4,3,5,3,5,3,5,3,5,3,5,0,0,10,85,3485,9,40,3860,0.515825189,1829,-0.61929832,4846,13.47962382,3926.5,11.62298686,4010,360,2653,831
S01000187,26.09366379,1972,2,3,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,12,70,3148,16,65,2166,0.698097053,1413,1.145052359,650,22.44039271,1873,8.298294295,4667,530,1686,609
S01000188,20.25696549,2706,3,5,1,2,1,2,2,4,2,4,2,4,2,4,2,4,0,0,11,115,3435,10,95,3400,1.10639624,662,0.040193657,3092,32.62599469,927,5.082346101,5350,520,1725,1088
S01000189,41.5109303,828,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,28,170,637,17,65,1836,0.792528861,1201,1.551429855,228,32.37179487,948,14.30627946,3537,733,935,607
S01000190,29.68801822,1630,2,3,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,16,130,2336,18,90,1716,0.755517427,1278,0.99047192,905,21.19503946,2076,1.410472251,6193,1108,367,825
S01000191,8.578184969,5052,4,8,4,7,4,7,3,6,3,6,3,6,3,6,3,6,0,0,5,55,5130,5,35,5365,-0.007208555,3247,-0.141302006,3563,15.34936999,3389,5.395013402,5290,366,2614,1029
S01000192,32.1405297,1424,2,3,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,20,145,1636,15,75,2318,1.135062189,622,1.014980435,871,35.07170795,788,2.986793708,5828,844,715,748
S01000193,33.902489,1295,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,19,135,1709,21,90,1330,1.064459636,718,1.073832585,756,29.50819672,1159,1.467124121,6185,463,1997,704
S01000194,40.92284916,872,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,25,200,1013,20,115,1427,1.290008294,446,1.212032227,557,26.97986577,1367,3.558899527,5693,1222,287,820
S01000195,41.01709116,863,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,21,160,1375,26,135,625,1.068563223,713,0.984625453,919,24.3902439,1654,11.37299018,4056,871,656,737
S01000196,57.53781813,284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,270,430,25,135,722,1.574687509,221,1.98818473,38,22.18614719,1917,3.072253374,5811,1760,107,878
S01000197,26.99678163,1873,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,15,80,2484,14,50,2422,0.554615034,1742,1.291776477,469,30.16393443,1108,6.824228179,4998,444,2105,536
S01000198,53.92060327,387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,240,342,24,105,903,1.538239342,242,1.592986537,201,24.93297587,1594,12.99909302,3762,876,648,745
S01000199,44.74099158,689,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,26,205,869,21,110,1276,1.699990028,152,1.210638692,562,25.69832402,1511,1.126672056,6261,1166,323,796
S01000200,25.54236364,2026,2,3,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,14,115,2645,15,70,2381,0.726018795,1341,0.989865671,906,25.29550827,1553,3.872394907,5620,547,1614,798
S01000201,24.42153177,2151,2,4,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,15,90,2559,16,60,2121,0.943114122,929,0.248427075,2591,23.24159021,1768,7.880446554,4762,466,1979,604
S01000202,15.79214409,3452,3,6,2,3,2,3,3,5,3,5,3,5,3,5,3,5,0,0,10,85,3629,9,50,3974,0.551355586,1745,0.095751504,2967,21.60278746,2003,0.459429742,6421,627,1278,874
S01000203,49.98667371,496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,27,180,766,24,110,916,1.487326289,275,1.646120878,166,25.38860104,1545,7.176603099,4912,1360,219,665
S01000204,32.35348292,1404,2,3,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,19,105,1731,22,75,1129,0.650391404,1516,0.724283565,1470,22.34726688,1890,18.12084285,2926,612,1335,552
S01000205,17.32530973,3178,3,5,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,8,95,4098,8,70,4243,0.62443612,1580,0.591917528,1771,35.66529492,762,8.63079602,4593,534,1672,1144
S01000206,18.67449732,2959,3,5,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,9,60,3758,9,40,3704,0.666708312,1485,0.575161395,1819,14.42577031,3628,19.25024622,2773,364,2630,637
S01000207,41.25838853,847,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,25,230,905,24,125,914,1.376400948,350,0.746015772,1415,22.98980747,1804,11.17841795,4088,637,1241,902
S01000208,53.56427248,396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,27,245,798,29,150,446,1.335902023,391,1.67255815,145,24.75,1609,9.599617326,4400,1440,184,916
S01000209,58.06699893,275,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,34,390,283,23,165,983,1.998257659,61,1.673860849,144,25.02532928,1584,6.655890054,5045,1329,234,1162
S01000210,51.94601896,430,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,25,160,986,30,150,373,1.64074326,176,1.34400997,404,37.02422145,712,0.099440413,6496,1215,291,648
S01000211,38.78469549,986,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,23,185,1191,20,100,1364,1.422423221,315,0.714195343,1483,31.71091445,994,5.919010105,5183,1334,230,801
S01000212,25.68622275,2012,2,3,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,15,110,2464,12,50,3051,0.659495047,1496,0.949037126,992,21.95431472,1951,24.09868454,2178,565,1561,719
S01000213,30.21977393,1583,2,3,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,16,130,2268,21,110,1350,0.396319141,2154,0.867789774,1149,29.16666667,1179,2.7515297,5880,1628,133,826
S01000214,15.18281736,3576,3,6,2,4,2,4,3,5,3,5,3,5,3,5,3,5,0,0,9,40,3951,11,25,3236,-0.06052789,3396,0.392571164,2232,11.63708087,4439,15.91817423,3267,233,3783,466
S01000215,11.01362243,4493,4,7,3,5,3,5,3,6,3,6,3,6,3,6,3,6,0,0,5,55,5061,4,25,5634,-0.10323254,3498,-0.862066764,5415,7.095709571,5507,50.62219287,625,445,2100,993
S01000216,8.142707256,5147,4,8,4,7,4,7,3,6,3,6,3,6,3,6,3,6,0,0,4,25,5433,6,25,5035,-0.287778342,4009,0.118087828,2911,15.83198708,3252,2.826942343,5864,286,3279,609
S01000217,45.1346255,674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,21,145,1481,26,115,689,1.398679597,331,1.409984863,333,29.22636103,1176,5.449688853,5277,1117,360,693
S01000218,19.67252478,2802,3,5,1,2,1,2,2,4,2,4,2,4,2,4,2,4,0,0,11,65,3425,16,55,2024,0.101193207,2926,0.397883675,2222,12.90322581,4088.5,7.697857904,4797,540,1645,608
S01000219,41.27746594,845,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,22,190,1248,20,110,1491,1.573040654,222,1.399495644,346,29.79942693,1133,7.285983793,4890,602,1372,846
S01000220,6.776535454,5477,5,9,4,8,4,8,4,7,4,7,4,7,4,7,4,7,0,0,3,75,5954,2,40,6393,-0.351700309,4190,0.284450405,2506,16.52754591,3087,10.85078385,4159,182,4361,2368
S01000221,29.1110365,1671,2,3,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,19,160,1642,16,75,2125,1.103684895,666,0.499090079,2002,25.98726115,1475,4.817279673,5412,592,1411,816
S01000222,15.05383171,3604,3,6,2,4,2,4,3,5,3,5,3,5,3,5,3,5,0,0,10,75,3487,9,45,3762,-0.005255249,3243,0.259411422,2556,24.40633245,1651,2.685955985,5900,587,1444,707
S01000223,9.410168784,4871,4,8,3,6,3,6,3,6,3,6,3,6,3,6,3,6,0,0,5,25,5286,7,30,4356,-0.02527477,3301,-0.422781949,4341,21.14285714,2085,7.275598315,4892,366,2610,533
S01000224,16.18238563,3373,3,6,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,11,95,3312,11,50,3286,0.049406779,3077,0.345275507,2349,16.53005464,3085.5,6.194034713,5137,423,2233,842
S01000225,9.631315077,4815,4,8,3,6,3,6,3,6,3,6,3,6,3,6,3,6,0,0,7,40,4433,8,30,4015,-0.662845082,4999,-0.279491129,3949,14.45378151,3622,6.979614103,4960,329,2913,545
S01000226,4.344371377,6088,5,10,5,9,5,9,4,8,4,8,4,8,4,8,4,8,0,1,2,10,6317,4,15,5667,-0.59700476,4840,-0.788795273,5268,8.414239482,5260,11.53824969,4030,228,3827,584
S01000227,4.009790836,6175,5,10,5,10,5,10,5,9,5,9,5,9,5,9,5,9,0,1,3,35,5972,2,15,6417,-0.873184676,5453,-0.574932247,4717,2.167182663,6372.5,17.12071244,3075,122,5144,1156
S01000228,13.58723581,3923,3,6,2,4,2,4,3,5,3,5,3,5,3,5,3,5,0,0,7,55,4346,5,25,5161,-0.378626384,4254,0.654977171,1603,20,2292.5,2.062158727,6063,1170,319,715
S01000229,21.28184312,2558,2,4,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,14,105,2727,13,60,2778,0.416699303,2097,0.594779464,1768,15.47169811,3354,6.943671686,4976,666,1145,748
S01000230,13.0672033,4032,4,7,3,5,3,5,3,5,3,5,3,5,3,5,3,5,0,0,7,45,4561,6,30,4737,-0.130334817,3579,0.123430892,2889,23.74631268,1714,22.89125698,2321,583,1466,665
S01000231,2.784503191,6392,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,2,15,6259,4,15,5956,-1.205957296,5991,-0.688855591,5038,7.722513089,5380,5.962343818,5175,150,4774,661
S01000232,18.58991242,2977,3,5,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,13,85,2848,11,40,3225,0.053315375,3062,0.393563491,2230,26.9058296,1373,9.45846015,4430,594,1405,643
S01000233,15.98943841,3405,3,6,2,3,2,3,3,5,3,5,3,5,3,5,3,5,0,0,12,65,3012,8,20,4009,0.370987289,2211,0.301887769,2453,21.51675485,2019,8.724680916,4580,148,4790,515
S01000234,4.1834309,6133,5,10,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,1,3,20,6122,4,20,5929,-1.086492503,5824,-0.469566063,4462,11.02362205,4606,7.328063897,4880,333,2886,707
S01000235,3.342331144,6297,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,3,25,5996,4,20,5812,-1.124622936,5876,-0.750159017,5170,9.056603774,5116,4.484055357,5473,225,3854,914
S01000236,7.504985265,5306,5,9,4,7,4,7,3,6,3,6,3,6,3,6,3,6,0,0,5,30,5292,8,25,4292,-0.651953056,4971,-0.337941183,4114,7.941176471,5344,7.515165985,4842,215,3966,663
S01000237,5.99323382,5672,5,9,4,8,4,8,4,7,4,7,4,7,4,7,4,7,0,1,3,20,6139,4,25,5598,-0.417702966,4361,-0.312924562,4038,5.56768559,5788,16.07027607,3240,172,4485,880
S01000238,2.150405558,6458,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,2,10,6303,1,5,6456,-1.217149474,6004,-0.545374258,4658,11.82170543,4384,3.629603065,5674, ,5817,464
S01000239,4.627709659,6026,5,10,5,9,5,9,4,8,4,8,4,8,4,8,4,8,0,1,2,15,6174,4,15,5816,-0.538973221,4685,-0.798631273,5281,7.094133697,5508.5,12.07886181,3930,287,3268,708
S01000240,6.873363156,5448,5,9,4,8,4,8,4,7,4,7,4,7,4,7,4,7,0,0,5,30,5296,5,20,5180,-0.491856079,4563,-0.255255393,3886,14.28571429,3670,0.872673713,6321,372,2570,621
S01000241,2.09877847,6462,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,1,5,6470,2,10,6438,-1.894933806,6463,-1.040660523,5736,2.278820375,6359,15.83438726,3278,89,5590,714
S01000242,5.36719815,5848,5,9,5,9,5,9,4,8,4,8,4,8,4,8,4,8,0,1,3,25,6021,2,10,6441,-0.683978983,5047,-0.270480627,3928,30.28985507,1090,9.946957315,4329,289,3249,801
S01000243,2.014107593,6467,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,0,0,6502,2,10,6370,-0.653567326,4977,-1.067690151,5769,6.089309878,5689,3.807495712,5634,130,5040,648
S01000244,14.72003628,3679,3,6,2,4,2,4,3,5,3,5,3,5,3,5,3,5,0,0,7,75,4365,9,60,3916,-0.032797634,3318,0.119254322,2907,18.18181818,2685.5,21.28386047,2521,683,1091,1005
