DataZone,InterZone,MMWard,ROAL,SPConst,UKPConst,CHP,Council,ROAC,HB,CTRY
S01004865,S02000930,S13002713,S06000050,S16000093,S14000012,S03000029,S12000044,S05000009,S08000023,S92000003
S01004866,S02000928,S13002714,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004867,S02000929,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004868,S02000928,S13002714,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004869,S02000928,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004870,S02000928,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004871,S02000929,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004872,S02000930,S13002713,S06000050,S16000093,S14000012,S03000029,S12000044,S05000009,S08000023,S92000003
S01004873,S02000929,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004874,S02000929,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004875,S02000929,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004876,S02000928,S13002714,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004877,S02000930,S13002713,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004878,S02000931,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004879,S02000931,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004880,S02000931,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004881,S02000931,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004882,S02000931,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004883,S02000930,S13002713,S06000050,S16000093,S14000012,S03000029,S12000044,S05000009,S08000023,S92000003
S01004884,S02000930,S13002713,S06000050,S16000093,S14000012,S03000029,S12000044,S05000009,S08000023,S92000003
S01004885,S02000934,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004886,S02000934,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004887,S02000932,S13002715,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004888,S02000930,S13002713,S06000050,S16000093,S14000012,S03000029,S12000044,S05000009,S08000023,S92000003
S01004889,S02000933,S13002713,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004890,S02000934,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004891,S02000934,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004892,S02000933,S13002713,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004893,S02000934,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004894,S02000934,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004895,S02000935,S13002715,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004896,S02000933,S13002713,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004897,S02000933,S13002713,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004898,S02000932,S13002715,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004899,S02000935,S13002715,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004900,S02000936,S13002713,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004901,S02000935,S13002715,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004902,S02000934,S13002714,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004903,S02000936,S13002713,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004904,S02000939,S13002715,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004905,S02000932,S13002715,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004906,S02000935,S13002715,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004907,S02000936,S13002713,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004908,S02000932,S13002715,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004909,S02000935,S13002715,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004910,S02000932,S13002715,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004911,S02000938,S13002713,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004912,S02000932,S13002715,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004913,S02000942,S13002712,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004914,S02000936,S13002713,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004915,S02000939,S13002715,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004916,S02000939,S13002715,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004917,S02000938,S13002713,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004918,S02000936,S13002713,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004919,S02000937,S13002715,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004920,S02000937,S13002715,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004921,S02000937,S13002715,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004922,S02000938,S13002713,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004923,S02000938,S13002713,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004924,S02000937,S13002715,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004925,S02000938,S13002715,S06000132,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004926,S02000938,S13002713,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004927,S02000937,S13002715,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004928,S02000938,S13002713,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004929,S02000939,S13002713,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004930,S02000940,S13002712,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004931,S02000940,S13002712,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004932,S02000940,S13002712,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004933,S02000942,S13002712,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004934,S02000942,S13002712,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004935,S02000940,S13002712,S06000050,S16000093,S14000012,S03000029,S12000044,S05000009,S08000023,S92000003
S01004936,S02000942,S13002712,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004937,S02000942,S13002712,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004938,S02000941,S13002712,S06000050,S16000093,S14000012,S03000029,S12000044,S05000009,S08000023,S92000003
S01004939,S02000941,S13002712,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004940,S02000941,S13002712,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004941,S02000941,S13002712,S06000050,S16000093,S14000012,S03000029,S12000044,S05000009,S08000023,S92000003
S01004942,S02000941,S13002712,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004943,S02000941,S13002712,S06000050,S16000093,S14000012,S03000029,S12000044,S05000009,S08000023,S92000003
S01004944,S02000942,S13002712,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004945,S02000942,S13002712,S06000133,S16000093,S14000012,S03000029,S12000044,S05000020,S08000023,S92000003
S01004946,S02000943,S13002736,S06000008,S16000135,S14000051,S03000036,S12000023,S05000002,S08000025,S92000003
S01004947,S02000943,S13002736,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004948,S02000946,S13002734,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004949,S02000948,S13002733,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004950,S02000943,S13002736,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004951,S02000946,S13002734,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004952,S02000944,S13002732,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004953,S02000944,S13002733,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004954,S02000945,S13002732,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004955,S02000945,S13002732,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004956,S02000946,S13002734,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004957,S02000943,S13002733,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004958,S02000944,S13002733,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004959,S02000944,S13002732,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004960,S02000945,S13002732,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004961,S02000945,S13002732,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004962,S02000943,S13002732,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004963,S02000948,S13002735,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004964,S02000946,S13002735,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004965,S02000948,S13002735,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004966,S02000948,S13002735,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004967,S02000948,S13002735,S06000156,S16000135,S14000051,S03000036,S12000023,S05000023,S08000025,S92000003
S01004968,S02000947,S13002737,S06000156,S16000135,S14000051,S03000036,S12000023,S05000023,S08000025,S92000003
S01004969,S02000947,S13002737,S06000156,S16000135,S14000051,S03000036,S12000023,S05000023,S08000025,S92000003
S01004970,S02000947,S13002737,S06000156,S16000135,S14000051,S03000036,S12000023,S05000023,S08000025,S92000003
S01004971,S02000947,S13002734,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004972,S02000947,S13002736,S06000087,S16000135,S14000051,S03000036,S12000023,S05000016,S08000025,S92000003
S01004973,S02000949,S13002745,S06000072,S16000138,S14000050,S03000040,S12000024,S05000014,S08000027,S92000003
S01004974,S02000949,S13002745,S06000068,S16000138,S14000050,S03000040,S12000024,S05000014,S08000027,S92000003
S01004975,S02000949,S13002745,S06000068,S16000138,S14000050,S03000040,S12000024,S05000014,S08000027,S92000003
S01004976,S02000950,S13002745,S06000068,S16000138,S14000050,S03000040,S12000024,S05000014,S08000027,S92000003
S01004977,S02000950,S13002745,S06000068,S16000138,S14000050,S03000040,S12000024,S05000014,S08000027,S92000003
S01004978,S02000950,S13002745,S06000068,S16000138,S14000050,S03000040,S12000024,S05000014,S08000027,S92000003
S01004979,S02000950,S13002745,S06000068,S16000138,S14000050,S03000040,S12000024,S05000014,S08000027,S92000003
S01004980,S02000950,S13002745,S06000068,S16000138,S14000050,S03000040,S12000024,S05000014,S08000027,S92000003
S01004981,S02000951,S13002745,S06000072,S16000138,S14000050,S03000040,S12000024,S05000014,S08000027,S92000003
S01004982,S02000949,S13002745,S06000068,S16000138,S14000050,S03000040,S12000024,S05000014,S08000027,S92000003
S01004983,S02000951,S13002745,S06000068,S16000138,S14000050,S03000040,S12000024,S05000014,S08000027,S92000003
S01004984,S02000951,S13002745,S06000068,S16000138,S14000050,S03000040,S12000024,S05000014,S08000027,S92000003
S01004985,S02000952,S13002744,S06000021,S16000138,S14000050,S03000040,S12000024,S05000005,S08000027,S92000003
S01004986,S02000951,S13002745,S06000068,S16000138,S14000050,S03000040,S12000024,S05000014,S08000027,S92000003
S01004987,S02000952,S13002744,S06000021,S16000138,S14000050,S03000040,S12000024,S05000005,S08000027,S92000003
S01004988,S02000954,S13002745,S06000068,S16000138,S14000050,S03000040,S12000024,S05000014,S08000027,S92000003
S01004989,S02000952,S13002744,S06000021,S16000138,S14000050,S03000040,S12000024,S05000005,S08000027,S92000003
S01004990,S02000954,S13002745,S06000068,S16000138,S14000050,S03000040,S12000024,S05000014,S08000027,S92000003
S01004991,S02000952,S13002744,S06000021,S16000138,S14000050,S03000040,S12000024,S05000005,S08000027,S92000003
S01004992,S02000953,S13002744,S06000019,S16000138,S14000050,S03000040,S12000024,S05000005,S08000027,S92000003
S01004993,S02000953,S13002744,S06000019,S16000138,S14000050,S03000040,S12000024,S05000005,S08000027,S92000003
S01004994,S02000953,S13002744,S06000019,S16000138,S14000050,S03000040,S12000024,S05000005,S08000027,S92000003
S01004995,S02000953,S13002744,S06000019,S16000138,S14000050,S03000040,S12000024,S05000005,S08000027,S92000003
S01004996,S02000953,S13002744,S06000019,S16000138,S14000050,S03000040,S12000024,S05000005,S08000027,S92000003
S01004997,S02000954,S13002744,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01004998,S02000955,S13002746,S06000146,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01004999,S02000952,S13002744,S06000021,S16000138,S14000050,S03000040,S12000024,S05000005,S08000027,S92000003
S01005000,S02000954,S13002744,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005001,S02000955,S13002746,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005002,S02000960,S13002743,S06000021,S16000138,S14000050,S03000040,S12000024,S05000005,S08000027,S92000003
S01005003,S02000956,S13002744,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005004,S02000955,S13002746,S06000146,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005005,S02000955,S13002746,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005006,S02000955,S13002746,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005007,S02000960,S13002743,S06000021,S16000138,S14000050,S03000040,S12000024,S05000005,S08000027,S92000003
S01005008,S02000954,S13002746,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005009,S02000972,S13002738,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005010,S02000957,S13002743,S06000021,S16000138,S14000050,S03000040,S12000024,S05000005,S08000027,S92000003
S01005011,S02000957,S13002743,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005012,S02000957,S13002743,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005013,S02000957,S13002743,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005014,S02000959,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005015,S02000958,S13002743,S06000021,S16000138,S14000050,S03000040,S12000024,S05000005,S08000027,S92000003
S01005016,S02000957,S13002743,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005017,S02000958,S13002743,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005018,S02000959,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005019,S02000959,S13002749,S06000145,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005020,S02000958,S13002743,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005021,S02000958,S13002743,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005022,S02000959,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005023,S02000972,S13002738,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005024,S02000959,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005025,S02000960,S13002743,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005026,S02000961,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005027,S02000956,S13002746,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005028,S02000962,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005029,S02000963,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005030,S02000963,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005031,S02000964,S13002749,S06000145,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005032,S02000963,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005033,S02000962,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005034,S02000962,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005035,S02000970,S13002738,S06000027,S16000137,S14000054,S03000040,S12000024,S05000007,S08000027,S92000003
S01005036,S02000963,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005037,S02000964,S13002749,S06000145,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005038,S02000966,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005039,S02000962,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005040,S02000964,S13002749,S06000145,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005041,S02000964,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005042,S02000962,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005043,S02000961,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005044,S02000963,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005045,S02000966,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005046,S02000963,S13002747,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005047,S02000964,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005048,S02000961,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005049,S02000964,S13002749,S06000145,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005050,S02000965,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005051,S02000966,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005052,S02000956,S13002746,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005053,S02000965,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005054,S02000965,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005055,S02000965,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005056,S02000964,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005057,S02000965,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005058,S02000969,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005059,S02000965,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005060,S02000965,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005061,S02000961,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005062,S02000961,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005063,S02000966,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005064,S02000968,S13002739,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005065,S02000967,S13002748,S06000146,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005066,S02000969,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005067,S02000960,S13002743,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005068,S02000965,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005069,S02000969,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005070,S02000967,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005071,S02000967,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005072,S02000969,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005073,S02000960,S13002743,S06000021,S16000138,S14000050,S03000040,S12000024,S05000005,S08000027,S92000003
S01005074,S02000970,S13002738,S06000027,S16000137,S14000054,S03000040,S12000024,S05000007,S08000027,S92000003
S01005075,S02000967,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005076,S02000969,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005077,S02000966,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005078,S02000971,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005079,S02000971,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005080,S02000969,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005081,S02000971,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005082,S02000956,S13002746,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005083,S02000968,S13002739,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005084,S02000971,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005085,S02000974,S13002746,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005086,S02000969,S13002748,S06000145,S16000138,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005087,S02000968,S13002739,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005088,S02000974,S13002746,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005089,S02000968,S13002739,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005090,S02000968,S13002739,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005091,S02000968,S13002739,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005092,S02000956,S13002746,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005093,S02000971,S13002749,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005094,S02000970,S13002738,S06000027,S16000137,S14000054,S03000040,S12000024,S05000007,S08000027,S92000003
S01005095,S02000972,S13002739,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005096,S02000970,S13002738,S06000027,S16000137,S14000054,S03000040,S12000024,S05000007,S08000027,S92000003
S01005097,S02000973,S13002738,S06000027,S16000137,S14000054,S03000040,S12000024,S05000007,S08000027,S92000003
S01005098,S02000974,S13002742,S06000146,S16000137,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005099,S02000973,S13002738,S06000027,S16000137,S14000054,S03000040,S12000024,S05000007,S08000027,S92000003
S01005100,S02000974,S13002742,S06000146,S16000137,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005101,S02000973,S13002738,S06000027,S16000137,S14000054,S03000040,S12000024,S05000007,S08000027,S92000003
S01005102,S02000972,S13002739,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005103,S02000973,S13002738,S06000027,S16000137,S14000054,S03000040,S12000024,S05000007,S08000027,S92000003
S01005104,S02000974,S13002746,S06000145,S16000138,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005105,S02000975,S13002742,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005106,S02000975,S13002742,S06000146,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005107,S02000975,S13002742,S06000146,S16000137,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005108,S02000975,S13002742,S06000146,S16000137,S14000050,S03000040,S12000024,S05000021,S08000027,S92000003
S01005109,S02000975,S13002742,S06000147,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005110,S02000976,S13002739,S06000147,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005111,S02000976,S13002739,S06000147,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005112,S02000981,S13002741,S06000145,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005113,S02000976,S13002739,S06000147,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005114,S02000976,S13002739,S06000147,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005115,S02000974,S13002742,S06000147,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005116,S02000975,S13002742,S06000147,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
S01005117,S02000982,S13002740,S06000147,S16000137,S14000054,S03000040,S12000024,S05000021,S08000027,S92000003
